PC1,PC2,PC3,cluster,democratic_connection_profile,Democracy satisfaction,Party trust,Political efficacy,Social trust,Income feeling,Left-right placement,Voting participation
-0.34636370235356484,0.41225310365699647,-0.45107801071470377,0,Disappointed Democratic Participants,8.0,2.0,1.0,6.333333333333333,1.0,4.0,1
-0.5961025287018485,-0.2734137371566362,-0.4675502071786543,0,Disappointed Democratic Participants,6.0,5.0,2.25,2.6666666666666665,2.0,4.0,1
-0.35811578093950186,1.2693962927992117,-0.562845959862147,0,Disappointed Democratic Participants,1.0,2.0,3.25,6.666666666666667,1.0,5.0,1
-2.9072604629765757,-0.48256828827212367,0.4358899407566376,2,Disengaged Non-voters,4.0,0.0,1.5,3.3333333333333335,1.0,5.0,0
1.6780478837122448,-0.34028190432563354,-0.9956101867119626,1,Connected Democratic Core,7.0,5.0,2.75,7.333333333333333,1.0,2.0,1
-1.0963762511975073,1.4840031089759977,-0.11026891140204939,0,Disappointed Democratic Participants,3.0,2.0,2.25,5.0,1.0,6.0,1
1.7062312764863388,0.5021485165616961,0.4365177186024495,1,Connected Democratic Core,7.0,7.0,3.25,5.666666666666667,1.0,5.0,1
0.4342063049390889,-0.5267667627658202,-0.05272882679174503,1,Connected Democratic Core,6.0,6.0,2.5,5.333333333333333,2.0,4.0,1
0.17336273083519158,-0.15272815138753512,0.29133785399354595,1,Connected Democratic Core,8.0,4.0,2.5,5.0,2.0,5.0,1
-0.03290230934770859,-0.8117852475198872,1.9046962302314574,2,Disengaged Non-voters,5.0,5.0,3.0,6.333333333333333,1.0,6.0,0
-0.8783475214041111,1.2961765252914232,-0.6884710917112551,0,Disappointed Democratic Participants,4.0,1.0,2.75,4.333333333333333,1.0,5.0,1
3.6018649332683084,-0.5954560791931198,-0.5284127022071236,1,Connected Democratic Core,9.0,7.0,4.25,8.0,1.0,2.0,1
-1.8399906471915835,0.8996256848829053,1.2983539258976406,0,Disappointed Democratic Participants,5.0,5.0,1.25,2.6666666666666665,2.0,8.0,1
